id_do_caso,continente,educacao_do_empregado,tem_experiencia_de_trabalho,requer_treinamento_de_trabalho,num_de_empregados,ano_de_estabelecimento,regiao_de_emprego,salario_prevalecente,unidade_de_salario,posicao_em_tempo_integral,status_do_caso
EZYV19464,Ásia,Ensino Superior,S,N,1335,2001,Nordeste,33790.11,Ano,S,Negado
EZYV12143,Ásia,Mestrado,S,N,56351,2003,Oeste,74703.72,Ano,S,Aprovado
EZYV6207,Ásia,Ensino Médio,N,N,1025,2000,Nordeste,78103.74,Ano,S,Negado
EZYV19403,América do Sul,Ensino Superior,N,S,7110,1987,Nordeste,100513.57,Ano,S,Negado
EZYV14363,Oceania,Ensino Médio,N,N,1022,1939,Sul,521.4363,Hora,S,Negado
EZYV9368,Ásia,Ensino Médio,N,N,368,2004,Sul,433.3591,Hora,S,Negado
EZYV9647,Ásia,Ensino Superior,N,N,474,2008,Oeste,78109.15,Ano,S,Aprovado
EZYV6748,Europa,Mestrado,N,S,1488,1994,Oeste,49723.83,Ano,S,Aprovado
EZYV7593,Ásia,Mestrado,S,N,7046,2001,Sul,12110.81,Ano,S,Aprovado
EZYV19902,Ásia,Ensino Superior,N,N,1064,2001,Sul,115627.13,Ano,S,Negado
EZYV14997,Ásia,Ensino Superior,S,N,4375,1976,Nordeste,28778.83,Ano,S,Aprovado
EZYV6987,Ásia,Ensino Médio,S,N,3535,1838,Sul,67475.63,Ano,N,Negado
EZYV1009,América do Norte,Mestrado,N,N,3129,1996,Oeste,46305.54,Ano,N,Negado
EZYV14662,África,Ensino Médio,S,N,1429,2008,Meio-Oeste,130441.34,Ano,S,Negado
EZYV4919,Ásia,Mestrado,S,N,2215,1897,Meio-Oeste,150033.64,Ano,S,Aprovado
EZYV25112,Ásia,Ensino Médio,S,N,9168,1981,Nordeste,113502.52,Ano,S,Aprovado
EZYV17499,Ásia,Ensino Superior,S,N,1088,2009,Meio-Oeste,119423.4,Ano,N,Aprovado
EZYV11698,Ásia,Ensino Superior,S,N,1917,1998,Sul,96485.36,Ano,S,Aprovado
EZYV06,Ásia,Mestrado,S,N,2339,2012,Sul,78252.14,Ano,S,Aprovado
EZYV108,Ásia,Ensino Superior,S,N,2002,2006,Sul,66295.43,Ano,S,Aprovado
EZYV8616,Ásia,Doutorado,S,N,124,1884,Sul,20875.34,Ano,S,Aprovado
EZYV9389,Europa,Mestrado,S,N,98170,1858,Sul,27152.33,Ano,S,Aprovado
EZYV1853,Europa,Doutorado,N,N,1906,1999,Oeste,60137.61,Ano,S,Aprovado
EZYV19342,América do Sul,Mestrado,N,N,300,1974,Oeste,74402.14,Ano,S,Aprovado
EZYV18483,Ásia,Ensino Superior,S,N,4627,2001,Sul,16184.46,Ano,S,Negado
EZYV10000,Ásia,Ensino Superior,N,S,531,1911,Nordeste,113032.3,Ano,S,Aprovado
EZYV2937,Europa,Mestrado,N,N,224,2003,Oeste,7184.13,Ano,S,Aprovado
EZYV17647,Europa,Mestrado,S,N,1091,1915,Meio-Oeste,62092.68,Ano,S,Aprovado
EZYV17300,Europa,Ensino Médio,N,N,2352,2003,Oeste,42792.7,Ano,S,Aprovado
EZYV24603,Ásia,Ensino Superior,S,N,1514,2008,Oeste,64632.63,Ano,S,Negado
EZYV18477,América do Norte,Mestrado,S,N,1668,1989,Oeste,54014.19,Ano,S,Negado
EZYV14082,Europa,Ensino Superior,N,N,645,1997,Oeste,17673.91,Ano,S,Aprovado
EZYV1461,Ásia,Ensino Médio,S,N,3388,1998,Sul,97701.01,Ano,S,Aprovado
EZYV20456,Ásia,Doutorado,N,S,683,1982,Sul,83756.41,Ano,S,Aprovado
EZYV6640,Ásia,Ensino Superior,N,N,2738,1994,Nordeste,34883.95,Ano,S,Aprovado
EZYV10134,Ásia,Doutorado,S,N,2505,1879,Oeste,93576.62,Ano,S,Aprovado
EZYV2707,Europa,Ensino Superior,S,N,2943,1997,Meio-Oeste,3326.61,Ano,S,Aprovado
EZYV7935,Ásia,Ensino Superior,N,S,4788,1935,Oeste,62210.58,Ano,S,Negado
EZYV13079,Ásia,Ensino Médio,N,N,207,2001,Sul,63686.32,Ano,S,Negado
EZYV2107,América do Norte,Ensino Superior,S,N,724,2003,Nordeste,45106.05,Ano,N,Aprovado
EZYV13908,África,Mestrado,S,N,2960,1998,Sul,44670.83,Ano,S,Aprovado
EZYV16754,Ásia,Ensino Superior,S,N,1517,1981,Oeste,79322.18,Ano,S,Aprovado
EZYV14815,América do Norte,Ensino Superior,S,N,155,1997,Nordeste,55409.58,Ano,S,Negado
EZYV11674,América do Norte,Ensino Médio,S,N,3299,2001,Oeste,23827.69,Ano,S,Negado
EZYV24614,Ásia,Ensino Superior,S,N,2474,1978,Oeste,76098.74,Ano,S,Aprovado
EZYV21881,Ásia,Mestrado,S,N,3049,2007,Nordeste,116260.48,Ano,N,Negado
EZYV15761,Ásia,Mestrado,N,N,1387,1981,Nordeste,106403.95,Ano,S,Negado
EZYV16917,Ásia,Ensino Superior,S,N,2031,1916,Oeste,633.679,Hora,S,Aprovado
EZYV25254,Ásia,Mestrado,S,N,1860,1971,Oeste,118067.65,Ano,N,Aprovado
EZYV23446,América do Sul,Mestrado,N,S,496,2003,Oeste,64810.68,Ano,S,Aprovado
EZYV18824,Ásia,Ensino Superior,S,N,5459,2010,Sul,196117.47,Ano,S,Negado
EZYV6861,Ásia,Ensino Superior,N,N,1773,2005,Sul,44534.73,Ano,S,Negado
EZYV21256,América do Norte,Ensino Médio,N,N,-25,1987,Sul,99405.47,Ano,N,Negado
EZYV7612,Ásia,Ensino Superior,N,N,1223,1992,Oeste,92234.76,Ano,S,Negado
EZYV21362,América do Sul,Ensino Médio,S,N,2189,1995,Meio-Oeste,148772.46,Semana,S,Aprovado
EZYV20733,América do Sul,Ensino Médio,N,N,612,1995,Oeste,97.3218,Hora,S,Negado
EZYV5181,Europa,Ensino Médio,S,N,1599,1996,Sul,50155.2,Ano,S,Negado
EZYV21046,Ásia,Ensino Superior,S,N,3342,2004,Nordeste,51414.73,Ano,S,Aprovado
EZYV25416,Ásia,Mestrado,S,N,5146,1993,Nordeste,85442.25,Ano,S,Negado
EZYV4628,América do Sul,Ensino Médio,S,N,1548,2006,Sul,54803.17,Ano,S,Aprovado
EZYV9315,Ásia,Mestrado,N,N,199,2006,Sul,135439.65,Ano,N,Aprovado
EZYV15075,Ásia,Mestrado,N,N,2638,1961,Oeste,41493.5,Ano,S,Aprovado
EZYV23198,Europa,Ensino Superior,S,N,108339,1996,Nordeste,66342.21,Ano,S,Aprovado
EZYV4953,Ásia,Doutorado,N,N,885,1886,Nordeste,61656.38,Ano,S,Aprovado
EZYV16766,Ásia,Ensino Superior,S,N,193,1949,Nordeste,96594.62,Ano,S,Aprovado
EZYV19508,África,Mestrado,S,N,108435,2004,Nordeste,84296.13,Ano,N,Aprovado
EZYV10956,Ásia,Mestrado,S,N,497,2013,Meio-Oeste,108175.41,Ano,S,Aprovado
EZYV9352,Europa,Mestrado,S,N,1725,2005,Oeste,64646.41,Ano,N,Negado
EZYV2219,Europa,Ensino Médio,N,N,791,1978,Nordeste,130.69,Hora,S,Negado
EZYV11870,Ásia,Mestrado,S,N,1225,1999,Oeste,37849.73,Ano,S,Aprovado
EZYV24956,Ásia,Mestrado,S,N,1844,2012,Nordeste,41243.26,Ano,S,Aprovado
EZYV12969,Ásia,Doutorado,S,N,3300,1975,Sul,18203.9,Ano,S,Aprovado
EZYV7597,Ásia,Mestrado,N,N,2140,1959,Oeste,55344.78,Ano,S,Aprovado
EZYV11205,Ásia,Mestrado,S,N,3924,1991,Sul,58411.82,Ano,S,Aprovado
EZYV20379,Ásia,Mestrado,N,N,2994,2005,Sul,114404.04,Ano,N,Aprovado
EZYV10627,Europa,Ensino Médio,N,S,5247,2001,Meio-Oeste,109205.89,Ano,N,Negado
EZYV9855,Ásia,Ensino Médio,N,S,3568,1948,Sul,63652.15,Ano,S,Negado
EZYV1175,Ásia,Mestrado,N,N,1504,1985,Nordeste,737.4472,Hora,S,Negado
EZYV4010,Europa,Ensino Superior,N,N,4752,1986,Oeste,15084.77,Ano,S,Aprovado
EZYV24273,Ásia,Ensino Superior,N,N,3149,1998,Meio-Oeste,126569.38,Ano,S,Aprovado
EZYV20925,Ásia,Mestrado,S,N,8899,1954,Nordeste,121010.56,Ano,S,Negado
EZYV5528,Oceania,Mestrado,N,N,343,1984,Oeste,60181.19,Ano,S,Aprovado
EZYV11853,Europa,Ensino Superior,N,N,105,2001,Nordeste,109246.91,Ano,S,Negado
EZYV15234,Ásia,Ensino Superior,S,N,516,1997,Sul,431.4548,Hora,S,Negado
EZYV18290,Ásia,Mestrado,S,N,109056,1997,Oeste,125560.71,Ano,S,Negado
EZYV6897,Ásia,Ensino Superior,S,N,951,1992,Sul,48633.65,Ano,S,Aprovado
EZYV904,Ásia,Mestrado,S,N,4215,1915,Nordeste,23954.31,Ano,S,Aprovado
EZYV2065,Ásia,Ensino Superior,S,N,327,2009,Nordeste,75659.68,Ano,S,Aprovado
EZYV16966,Europa,Ensino Médio,S,S,757,1984,Sul,142156.28,Ano,S,Negado
EZYV6948,Ásia,Ensino Superior,N,N,3435,1934,Oeste,490.1568,Hora,S,Negado
EZYV403,Ásia,Mestrado,N,N,1983,2002,Sul,33049.76,Ano,S,Aprovado
EZYV17812,Ásia,Ensino Médio,N,S,710,1984,Meio-Oeste,47720.44,Ano,S,Negado
EZYV9011,Ásia,Ensino Médio,N,N,1564,1993,Sul,433.7437,Hora,S,Negado
EZYV16583,América do Norte,Mestrado,S,N,3655,1998,Sul,28694.5,Ano,S,Aprovado
EZYV5968,África,Ensino Superior,N,N,1808,2001,Sul,21608.55,Ano,S,Aprovado
EZYV16055,Ásia,Ensino Superior,N,N,4861,2013,Sul,121453.77,Ano,S,Aprovado
EZYV20479,Ásia,Ensino Superior,N,N,1695,2005,Sul,56755.66,Ano,S,Aprovado
EZYV4572,Ásia,Ensino Superior,S,N,1420,2001,Oeste,153480.46,Ano,S,Negado
EZYV21560,Ásia,Doutorado,S,N,197,2007,Nordeste,42953.38,Ano,N,Negado
EZYV10545,Ásia,Mestrado,S,N,1706,2007,Sul,71197.31,Ano,N,Negado
EZYV25057,Ásia,Doutorado,N,N,41694,1998,Sul,104797.74,Ano,S,Aprovado
EZYV20399,Europa,Ensino Superior,S,N,1235,1946,Oeste,100443.19,Ano,S,Negado
EZYV6922,África,Mestrado,N,N,724,2010,Sul,100800.01,Ano,N,Aprovado
EZYV17041,Ásia,Mestrado,N,N,503,2007,Oeste,8687.66,Ano,S,Negado
EZYV19635,África,Ensino Superior,N,N,1004,2001,Sul,15497.93,Ano,S,Aprovado
EZYV19127,América do Sul,Ensino Superior,N,N,9999,2010,Nordeste,26556.76,Ano,S,Negado
EZYV16238,África,Ensino Médio,S,N,2346,2003,Meio-Oeste,44785.81,Ano,S,Aprovado
EZYV20880,Europa,Ensino Superior,N,N,1011,1984,Nordeste,38753.71,Ano,S,Negado
EZYV3436,Ásia,Ensino Superior,S,N,3184,1990,Sul,144055.13,Ano,S,Aprovado
EZYV3042,Oceania,Mestrado,N,N,1469,2004,Nordeste,673.8178,Hora,S,Negado
EZYV13379,África,Mestrado,N,N,1387,2004,Sul,34362.28,Ano,S,Aprovado
EZYV21103,América do Norte,Mestrado,N,N,1053,1993,Meio-Oeste,41255.31,Ano,S,Aprovado
EZYV17329,Ásia,Ensino Superior,N,N,2504,1964,Oeste,230395.29,Ano,S,Aprovado
EZYV5070,América do Norte,Mestrado,N,N,878,2007,Meio-Oeste,74183.96,Ano,S,Aprovado
EZYV23531,Ásia,Ensino Superior,S,N,242,1979,Nordeste,123297.27,Ano,S,Aprovado
EZYV11810,Europa,Ensino Superior,S,N,4091,2003,Oeste,56161.23,Ano,S,Aprovado
EZYV19380,Ásia,Mestrado,S,N,1277,1984,Oeste,37099.34,Ano,S,Negado
EZYV2954,Ásia,Ensino Médio,S,N,2601,1919,Oeste,94985.97,Ano,S,Negado
EZYV25235,Ásia,Ensino Médio,N,N,27783,2006,Nordeste,62252.38,Ano,S,Aprovado
EZYV19933,Ásia,Mestrado,S,N,1505,1977,Oeste,45253.18,Ano,S,Negado
EZYV7306,Ásia,Ensino Médio,N,N,2176,1989,Sul,64776.23,Ano,S,Negado
EZYV3080,Ásia,Ensino Superior,S,N,4393,1993,Sul,73835.34,Ano,S,Aprovado
EZYV21262,Ásia,Ensino Superior,S,N,669,1949,Nordeste,4875.38,Ano,S,Aprovado
EZYV9248,Ásia,Mestrado,N,N,1880,2001,Nordeste,101621.43,Ano,N,Aprovado
EZYV16158,Ásia,Mestrado,S,N,-11,1994,Sul,62681.25,Ano,S,Aprovado
EZYV11218,Europa,Ensino Superior,N,N,4334,2012,Nordeste,25997.89,Ano,S,Aprovado
EZYV21212,Europa,Mestrado,S,N,982,1997,Meio-Oeste,171220.38,Ano,S,Aprovado
EZYV21556,Ásia,Mestrado,S,N,92290,2002,Meio-Oeste,126224.41,Ano,S,Aprovado
EZYV25068,Ásia,Mestrado,N,S,1062,2012,Sul,52834.82,Ano,S,Aprovado
EZYV290,Ásia,Mestrado,N,S,3370,2007,Oeste,42761.33,Ano,S,Negado
EZYV5190,Ásia,Ensino Médio,S,N,1036,1976,Oeste,24871.24,Ano,S,Negado
EZYV21479,Ásia,Mestrado,N,N,1054,2004,Nordeste,84011.15,Ano,N,Aprovado
EZYV5492,Ásia,Mestrado,N,N,9402,1972,Nordeste,143848.46,Ano,N,Aprovado
EZYV11730,Ásia,Ensino Médio,S,N,1880,2003,Oeste,231138.15,Ano,S,Negado
EZYV3005,Ásia,Mestrado,N,S,1888,1985,Meio-Oeste,78688.03,Ano,S,Negado
EZYV3797,África,Ensino Superior,S,N,3969,1938,Sul,947.9375,Hora,S,Negado
EZYV9078,América do Norte,Mestrado,S,N,1306,1972,Sul,78592.4,Ano,S,Aprovado
EZYV22072,América do Norte,Mestrado,S,N,354,2016,Nordeste,76737.2,Ano,S,Aprovado
EZYV9482,Ásia,Ensino Médio,N,S,3463,1978,Sul,70185.45,Ano,S,Negado
EZYV23055,Ásia,Mestrado,S,N,1107,1880,Sul,39798.65,Ano,S,Aprovado
EZYV12044,Ásia,Mestrado,N,N,587,1984,Nordeste,45229.64,Ano,S,Negado
EZYV11813,Europa,Mestrado,S,N,4175,2010,Oeste,73393.28,Ano,S,Aprovado
EZYV22575,Ásia,Mestrado,S,N,172,2005,Ilha,99474.93,Ano,S,Negado
EZYV18749,Ásia,Ensino Superior,S,N,1095,1908,Sul,41109.32,Ano,S,Aprovado
EZYV21361,Europa,Ensino Superior,N,N,1137,2010,Nordeste,63935.63,Ano,S,Aprovado
EZYV18760,Europa,Ensino Superior,N,N,547,1899,Sul,11603.01,Ano,S,Aprovado
EZYV10604,Ásia,Mestrado,S,N,5266,2008,Oeste,20170.85,Ano,S,Aprovado
EZYV22322,Ásia,Ensino Médio,S,N,3097,2004,Nordeste,54100.25,Ano,S,Aprovado
EZYV12043,Europa,Ensino Superior,S,N,1133,2008,Nordeste,18937.85,Ano,S,Aprovado
EZYV23690,Ásia,Mestrado,S,N,2490,1997,Sul,97330.56,Ano,S,Aprovado
EZYV17206,Ásia,Mestrado,N,N,942,2007,Nordeste,40138.03,Ano,S,Negado
EZYV1893,América do Norte,Mestrado,S,N,443,1954,Nordeste,398.5782,Hora,S,Aprovado
EZYV24879,Ásia,Mestrado,N,N,1733,1831,Sul,951.7682,Hora,S,Aprovado
EZYV8635,Ásia,Ensino Superior,S,N,183,1860,Meio-Oeste,110838.69,Ano,S,Aprovado
EZYV9918,Ásia,Ensino Superior,S,N,1065,1998,Oeste,126319.2,Ano,S,Aprovado
EZYV25151,Oceania,Mestrado,S,N,1076,1869,Nordeste,87467.12,Ano,N,Aprovado
EZYV1011,Europa,Ensino Médio,N,S,4223,1993,Meio-Oeste,144384.1,Ano,S,Aprovado
EZYV2467,Ásia,Mestrado,N,N,2052,1941,Meio-Oeste,114862.82,Ano,S,Aprovado
EZYV17209,Ásia,Ensino Superior,S,N,798,1940,Oeste,22173.65,Ano,S,Negado
EZYV18248,Ásia,Ensino Superior,S,N,2860,2001,Nordeste,40100.06,Ano,S,Aprovado
EZYV17427,Ásia,Mestrado,S,N,2111,1998,Ilha,61464.44,Ano,S,Aprovado
EZYV12676,Ásia,Mestrado,S,N,666,1995,Sul,81445.08,Ano,N,Aprovado
EZYV5005,Europa,Mestrado,S,N,402,1995,Sul,114753.26,Ano,S,Aprovado
EZYV9864,Ásia,Ensino Superior,N,N,3232,2005,Sul,30797.04,Ano,S,Aprovado
EZYV1682,Europa,Mestrado,S,N,4234,2008,Oeste,11894.22,Ano,S,Aprovado
EZYV16150,Ásia,Ensino Superior,S,N,3624,1908,Sul,84835.71,Ano,S,Negado
EZYV3763,Ásia,Doutorado,N,N,595,1840,Meio-Oeste,110262.96,Ano,S,Negado
EZYV23962,Europa,Mestrado,N,N,2176,1965,Oeste,111777.23,Ano,S,Aprovado
EZYV15790,Ásia,Ensino Superior,S,N,4835,1851,Oeste,51974.49,Ano,S,Negado
EZYV7776,Europa,Mestrado,N,N,1907,1960,Meio-Oeste,57915.9,Ano,S,Aprovado
EZYV12139,América do Sul,Mestrado,S,N,3039,2000,Oeste,96504.09,Ano,S,Negado
EZYV11758,Ásia,Ensino Superior,S,N,2849,2003,Meio-Oeste,109257.82,Ano,S,Aprovado
EZYV15590,Ásia,Ensino Superior,N,N,2074,2004,Meio-Oeste,306982.28,Ano,S,Negado
EZYV7608,América do Norte,Mestrado,N,S,4151,1989,Oeste,40453.06,Ano,S,Negado
EZYV8468,Ásia,Ensino Superior,S,N,1305,2001,Sul,46100.72,Ano,S,Aprovado
EZYV9595,Europa,Ensino Superior,N,N,6646,1985,Oeste,15914.23,Ano,S,Aprovado
EZYV1890,Ásia,Ensino Médio,N,N,1268,2012,Sul,234139.17,Ano,S,Aprovado
EZYV24021,Ásia,Ensino Superior,S,S,22097,1948,Sul,32960.51,Ano,S,Aprovado
EZYV9736,Europa,Mestrado,S,S,3790,1924,Meio-Oeste,44044.79,Ano,S,Aprovado
EZYV17939,Ásia,Mestrado,S,N,773,1992,Sul,45067.85,Ano,S,Aprovado
EZYV21350,Ásia,Ensino Superior,N,N,4127,1960,Meio-Oeste,40799.75,Ano,S,Aprovado
EZYV11685,Ásia,Ensino Superior,S,N,3102,2006,Sul,17928.72,Ano,S,Aprovado
EZYV19866,África,Mestrado,S,N,3659,1906,Oeste,52898.83,Ano,S,Negado
EZYV22783,Ásia,Ensino Superior,S,N,822,1855,Sul,29897.51,Ano,S,Aprovado
EZYV369,Ásia,Ensino Superior,S,N,1506,1998,Nordeste,112853.73,Ano,S,Aprovado
EZYV13895,Ásia,Mestrado,N,N,169,2006,Nordeste,50001.66,Ano,S,Negado
EZYV620,Ásia,Mestrado,N,S,604,1966,Sul,132029.1,Ano,S,Aprovado
EZYV3423,Ásia,Ensino Médio,S,N,28257,1928,Nordeste,18960.31,Ano,S,Negado
EZYV6746,Ásia,Doutorado,S,S,3304,2006,Oeste,154111.15,Ano,S,Aprovado
EZYV7402,Europa,Mestrado,S,N,2811,1977,Meio-Oeste,83502.66,Ano,S,Aprovado
EZYV22199,Ásia,Ensino Superior,S,N,53176,2009,Nordeste,120657.75,Ano,S,Aprovado
EZYV14476,Ásia,Ensino Médio,S,N,667,2000,Nordeste,99551.16,Ano,S,Negado
EZYV14061,América do Norte,Ensino Superior,N,N,58950,1988,Sul,789.4758,Hora,S,Aprovado
EZYV14375,Europa,Mestrado,S,N,133,1908,Meio-Oeste,42285.94,Ano,S,Aprovado
EZYV25205,Ásia,Mestrado,S,N,2630,1986,Meio-Oeste,84839.4,Ano,S,Aprovado
EZYV11168,Ásia,Ensino Superior,S,N,3269,1999,Meio-Oeste,131162.72,Ano,S,Aprovado
EZYV24120,Ásia,Mestrado,S,S,2115,1998,Sul,32131.51,Ano,S,Aprovado
EZYV15157,Europa,Ensino Superior,S,N,1505,1999,Oeste,127490.32,Ano,S,Aprovado
EZYV21683,América do Norte,Ensino Médio,S,N,3186,1991,Oeste,55123.02,Ano,S,Aprovado
EZYV7521,América do Norte,Ensino Superior,S,N,372,2014,Oeste,323.7899,Hora,S,Aprovado
EZYV240,Europa,Mestrado,S,N,5504,1996,Sul,59125.18,Ano,S,Aprovado
EZYV17530,América do Norte,Ensino Superior,S,N,1320,2002,Oeste,56963.64,Ano,S,Negado
EZYV18739,Ásia,Mestrado,N,S,1497,1962,Oeste,99354.15,Ano,S,Aprovado
EZYV12921,Ásia,Ensino Superior,N,N,1537,1997,Sul,110000.72,Ano,S,Negado
EZYV20652,África,Ensino Médio,N,N,307,2000,Meio-Oeste,131300.98,Mês,S,Aprovado
EZYV1906,Europa,Mestrado,N,S,297,2006,Oeste,41743.42,Ano,S,Aprovado
EZYV16815,Ásia,Mestrado,S,N,2855,1982,Oeste,105065.6,Ano,N,Aprovado
EZYV839,África,Mestrado,S,N,1885,1992,Oeste,47639.56,Ano,S,Aprovado
EZYV19620,Ásia,Ensino Superior,N,N,1095,2010,Oeste,71785.88,Ano,S,Aprovado
EZYV16548,Ásia,Ensino Superior,S,N,1723,2010,Sul,106666.33,Ano,S,Aprovado
EZYV24942,Ásia,Ensino Superior,N,N,2239,1998,Nordeste,141.6406,Hora,S,Negado
EZYV18184,Ásia,Ensino Superior,S,N,19591,1885,Sul,107293.44,Ano,S,Aprovado
EZYV23823,Europa,Ensino Superior,S,S,3165,2009,Oeste,84409.22,Ano,S,Aprovado
EZYV5166,Ásia,Mestrado,N,N,55730,2007,Sul,158754.61,Ano,N,Aprovado
EZYV24498,Europa,Ensino Superior,N,N,1176,1970,Oeste,76037.92,Ano,S,Aprovado
EZYV20076,Ásia,Ensino Superior,N,N,1696,2011,Meio-Oeste,68586.1,Ano,S,Aprovado
EZYV15473,Ásia,Mestrado,N,N,1114,2003,Nordeste,15130.24,Ano,S,Negado
EZYV20207,Ásia,Ensino Superior,S,S,3184,1986,Nordeste,49435.8,Ano,S,Aprovado
EZYV6762,Ásia,Mestrado,N,N,1880,1858,Nordeste,7122.31,Ano,S,Aprovado
EZYV22523,América do Norte,Mestrado,N,S,208,2006,Sul,81873.76,Ano,S,Aprovado
EZYV22609,Europa,Doutorado,S,S,929,2010,Oeste,45826.06,Ano,S,Negado
EZYV9689,Ásia,Ensino Superior,S,S,1829,1992,Nordeste,89538.56,Ano,S,Aprovado
EZYV950,Europa,Mestrado,S,N,1697,1998,Oeste,43614.49,Ano,S,Aprovado
EZYV13317,América do Norte,Mestrado,N,N,1799,1983,Sul,115261.9,Ano,N,Negado
EZYV12695,Ásia,Ensino Médio,N,N,559,1982,Nordeste,170242.41,Ano,N,Negado
EZYV13563,Ásia,Mestrado,S,N,4254,2005,Oeste,9992.13,Ano,S,Aprovado
EZYV14041,Europa,Ensino Superior,S,N,227,2008,Nordeste,37049.23,Ano,S,Aprovado
EZYV11863,Ásia,Mestrado,S,N,2055,1993,Meio-Oeste,16170.82,Ano,S,Aprovado
EZYV7518,Ásia,Mestrado,N,N,1173,2013,Oeste,656.3975,Hora,S,Aprovado
EZYV4314,Ásia,Mestrado,S,N,709,2006,Nordeste,4657.16,Ano,S,Aprovado
EZYV17352,Ásia,Mestrado,N,N,3077,2000,Sul,49199.21,Ano,S,Negado
EZYV17464,Ásia,Mestrado,S,N,2755,1983,Meio-Oeste,133153.91,Ano,N,Aprovado
EZYV2278,Ásia,Ensino Superior,S,N,2985,2008,Sul,85349.39,Ano,S,Aprovado
EZYV23225,Ásia,Doutorado,S,S,2403,2007,Meio-Oeste,42945.12,Ano,S,Negado
EZYV22521,América do Norte,Mestrado,S,N,4178,2000,Meio-Oeste,7324.86,Ano,S,Aprovado
EZYV16199,Ásia,Ensino Superior,N,N,2007,2003,Oeste,20108.95,Ano,S,Negado
EZYV11552,Europa,Ensino Superior,S,N,2166,1954,Nordeste,56970.61,Ano,S,Aprovado
EZYV15415,Oceania,Ensino Médio,S,S,3478,1998,Oeste,116729.61,Ano,S,Negado
EZYV19463,Ásia,Ensino Superior,N,N,4807,2013,Sul,67007.35,Ano,S,Aprovado
EZYV20907,Ásia,Ensino Superior,N,N,3918,1966,Sul,83695.83,Ano,N,Aprovado
EZYV25457,Ásia,Ensino Superior,S,N,998,1996,Sul,67340.65,Ano,S,Aprovado
EZYV16640,Ásia,Ensino Superior,N,S,1777,1994,Oeste,74825.13,Ano,S,Aprovado
EZYV7174,Ásia,Mestrado,S,N,4192,1946,Oeste,54955.72,Ano,S,Aprovado
EZYV5328,Ásia,Mestrado,N,N,202,2004,Nordeste,210374.15,Ano,N,Aprovado
EZYV10067,Europa,Ensino Superior,S,N,1333,2000,Sul,117503.91,Ano,S,Aprovado
EZYV17798,Ásia,Ensino Superior,N,S,64,1989,Nordeste,202743.02,Ano,S,Negado
EZYV4291,Europa,Ensino Superior,S,N,283,1979,Sul,39783.68,Ano,S,Aprovado
EZYV11840,Ásia,Mestrado,S,N,2752,2006,Nordeste,74484.32,Ano,S,Aprovado
EZYV18734,Ásia,Ensino Superior,S,N,1165,2001,Oeste,176756.44,Ano,S,Negado
EZYV15981,Ásia,Ensino Médio,N,N,2289,1986,Meio-Oeste,92302.36,Ano,S,Negado
EZYV11593,América do Norte,Ensino Superior,N,N,3070,1873,Nordeste,418.4248,Hora,S,Aprovado
EZYV11068,América do Norte,Ensino Médio,S,N,385,1824,Nordeste,58.3954,Hora,S,Negado
EZYV7042,Ásia,Mestrado,N,N,1187,1993,Nordeste,145.72,Hora,S,Aprovado
EZYV21989,Europa,Ensino Superior,N,S,1310,1998,Sul,17087.41,Ano,S,Aprovado
EZYV2642,Ásia,Mestrado,N,N,736,1994,Sul,15108.15,Ano,S,Negado
EZYV18015,Ásia,Ensino Superior,N,N,1359,2001,Nordeste,102.7,Hora,S,Negado
EZYV10673,América do Sul,Mestrado,N,N,3700,1932,Sul,25687.45,Ano,S,Aprovado
EZYV23341,Ásia,Ensino Superior,N,N,3843,2000,Sul,69143.29,Ano,S,Negado
EZYV13415,Ásia,Ensino Médio,N,S,506,1933,Sul,71.2856,Hora,S,Negado
EZYV3977,Ásia,Ensino Médio,N,N,540,2001,Meio-Oeste,20267.75,Ano,S,Negado
EZYV468,Ásia,Ensino Médio,S,N,1540,1947,Nordeste,10057.24,Ano,S,Negado
EZYV13531,Ásia,Ensino Superior,S,N,2860,1981,Oeste,121426.42,Ano,S,Aprovado
EZYV19478,América do Norte,Ensino Médio,S,N,3664,1920,Nordeste,90273.81,Ano,S,Aprovado
EZYV3606,Europa,Doutorado,S,N,211,1946,Oeste,74285.35,Ano,S,Aprovado
EZYV24618,Ásia,Ensino Superior,S,N,2739,2005,Nordeste,115193.45,Ano,S,Aprovado
EZYV59,Europa,Ensino Superior,N,N,3510,2007,Oeste,47176.84,Ano,S,Aprovado
EZYV25227,América do Sul,Mestrado,N,N,2436,1988,Oeste,384.1782,Hora,S,Aprovado
EZYV5197,Ásia,Mestrado,S,N,3357,1992,Nordeste,105187.89,Ano,N,Aprovado
EZYV4025,Ásia,Ensino Superior,N,N,770,2004,Oeste,142920.03,Ano,N,Negado
EZYV2800,Ásia,Mestrado,S,S,1236,1948,Sul,85624.24,Ano,S,Aprovado
EZYV21323,Ásia,Ensino Médio,S,N,4554,1977,Nordeste,118417.51,Ano,S,Aprovado
EZYV919,Ásia,Doutorado,N,S,643,2013,Nordeste,83274.12,Ano,S,Negado
EZYV23498,Ásia,Ensino Superior,N,N,683,2008,Sul,97652.48,Ano,S,Negado
EZYV1434,Europa,Ensino Superior,S,N,1342,2013,Sul,56975.77,Ano,S,Aprovado
EZYV17037,África,Ensino Médio,S,N,490,2008,Oeste,51092.41,Ano,S,Negado
